 54	   1070	735.00000	 0.000928	0.838280	232	168188	 9.9192	 -8.183	 735.0	0.83828	0.3333
 55	   1090	745.00000	 0.000968	0.847960	242	197726	 9.8217	 -8.078	 745.0	0.84796	0.3333
 56	   1110	755.00000	 0.000992	0.857880	248	231721	 9.7262	 -7.985	 755.0	0.85788	0.3333
 57	   1130	765.00000	 0.001112	0.869000	278	270732	 9.6325	 -7.790	 765.0	0.86900	0.3333
 58	   1150	775.00000	 0.001152	0.880520	288	315374	 9.5406	 -7.671	 775.0	0.88052	0.3333
 59	   1170	785.00000	 0.001332	0.893840	333	366318	 9.4505	 -7.421	 785.0	0.89384	0.3333
 60	   1190	795.00000	 0.001256	0.906400	314	424300	 9.3620	 -7.357	 795.0	0.90640	0.3333
 61	   1210	805.00000	 0.001448	0.920880	362	490121	 9.2751	 -7.069	 805.0	0.92088	0.3333
 62	   1230	815.00000	 0.001420	0.935080	355	564655	 9.1899	 -6.906	 815.0	0.93508	0.3333
 63	   1250	825.00000	 0.001300	0.948080	325	648848	 9.1062	 -6.784	 825.0	0.94808	0.3333
 64	   1270	835.00000	 0.001212	0.960200	303	743727	 9.0240	 -6.610	 835.0	0.96020	0.3333
 65	   1290	845.00000	 0.001008	0.970280	252	850402	 8.9433	 -6.516	 845.0	0.97028	0.3333
 66	   1310	855.00000	 0.000748	0.977760	187	970069	 8.8641	 -6.523	 855.0	0.97776	0.3333
 67	   1330	865.00000	 0.000696	0.984720	174	1104018	 8.7862	 -6.265	 865.0	0.98472	0.3333
 68	   1350	875.00000	 0.000544	0.990160	136	1253636	 8.7097	 -6.106	 875.0	0.99016	0.3333
 69	   1370	885.00000	 0.000432	0.994480	108	1420410	 8.6345	 -5.833	 885.0	0.99448	0.3333
 70	   1390	895.00000	 0.000200	0.996480	50	1605931	 8.5605	 -6.084	 895.0	0.99648	0.3333
 71	   1410	905.00000	 0.000148	0.997960	37	1811904	 8.4879	 -5.891	 905.0	0.99796	0.3333
 72	   1430	915.00000	 0.000088	0.998840	22	2040147	 8.4164	 -5.857	 915.0	0.99884	0.3333
 73	   1450	925.00000	 0.000084	0.999680	21	2292595	 8.3462	 -5.032	 925.0	0.99968	0.3333
 74	   1470	935.00000	 0.000016	0.999840	4	2571312	 8.2771	 -5.652	 935.0	0.99984	0.3333
 75	   1490	945.00000	 0.000008	0.999920	2	2878485	 8.2092	 -5.652	 945.0	0.99992	0.3333
 76	   1510	955.00000	 0.000004	0.999960	1	3216437	 8.1423	 -5.652	 955.0	0.99996	0.3333
 77	   1530	965.00000	 0.000000	0.999960	0	3587628	 8.0766	   -inf	 965.0	0.99996	0.3333
 78	   1550	975.00000	 0.000004	1.000000	1	3994659	 8.0119	 44.444	 975.0	1.00000	0.3333
 79	   1570	985.00000	 0.000000	1.000000	0	4440278	 7.9482	 44.444	 985.0	1.00000	0.3333
 80	   1590	995.00000	 0.000000	1.000000	0	4927381	 7.8855	 44.444	 995.0	1.00000	0.3333
 81	   1610	1005.00000	 0.000000	1.000000	0	5459021	 7.8238	 44.444	1005.0	1.00000	0.3333
 82	   1630	1015.00000	 0.000000	1.000000	0	6038409	 7.7631	 44.444	1015.0	1.00000	0.3333
 83	   1650	1025.00000	 0.000000	1.000000	0	6668918	 7.7033	 44.444	1025.0	1.00000	0.3333
 84	   1670	1035.00000	 0.000000	1.000000	0	7354087	 7.6444	 44.444	1035.0	1.00000	0.3333
 85	   1690	1045.00000	 0.000000	1.000000	0	8097626	 7.5864	 44.444	1045.0	1.00000	0.3333
 86	   1710	1055.00000	 0.000000	1.000000	0	8903419	 7.5293	 44.444	1055.0	1.00000	0.3333
 87	   1730	1065.00000	 0.000000	1.000000	0	9775525	 7.4730	 44.444	1065.0	1.00000	0.3333
 88	   1750	1075.00000	 0.000000	1.000000	0	10718187	 7.4176	 44.444	1075.0	1.00000	0.3333
 89	   1770	1085.00000	 0.000000	1.000000	0	11735830	 7.3630	 44.444	1085.0	1.00000	0.3333
 90	   1790	1095.00000	 0.000000	1.000000	0	12833067	 7.3091	 44.444	1095.0	1.00000	0.3333
